Id,IsAccountPrivate,IsVerified,HasProfilePicture,NumberFollowing,NumberFollowers,NumberLikes,HasInstagramLink,HasYoutubeLink,HasAccountDescription,HasLinkInDescription,LinkInDescription,PostsExist,NumberOfPosts,AreLikedVideosPrivate,NumberOfLikedVideos,FollowingToFollowerRatio,LikesToFollowerRatio,AverageNumberOfHashtags,AverageNumberOfComments,AverageNumberOfCharacters,AverageNumberOfForwardings,AverageNumberOfLikes,AverageNumberOfLinkedProfiles,AverageNumberOfUsedFilters,LikedAverageNumberOfHashtags,LikedAverageNumberOfComments,LikedAverageNumberOfCharacters,LikedAverageNumberOfForwardings,LikedAverageNumberOfLikes,LikedAverageNumberOfLinkedProfiles,LikedAverageNumberOfUsedFilters,AverageNumberOfViews,LikedAverageNumberOfViews,LikesToViewRatio,CommentsToViewRatio,IsABot
XXXXXXXXXXXXXXXXXXXXXXXXxxxx,False,False,True,63,0,0,False,False,False,False,,False,0,False,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,146.1,57.8,198.2,24550.1,0.0,0.2,0.0,152410.0,0.0,0.0,True
