Id,IsAccountPrivate,IsVerified,HasProfilePicture,NumberFollowing,NumberFollowers,NumberLikes,HasInstagramLink,HasYoutubeLink,HasAccountDescription,HasLinkInDescription,PostsExist,NumberOfPosts,FollowingToFollowerRatio,LikesToFollowerRatio,AverageNumberOfHashtags,AverageNumberOfComments,AverageNumberOfCharacters,AverageNumberOfForwardings,AverageNumberOfLikes,AverageNumberOfLinkedProfiles,AverageNumberOfUsedFilters,AverageNumberOfViews,LikesToViewRatio,CommentsToViewRatio
9C10F502-E269-4E2D-BAC9-2004110E8FC0,0,0,1.0,834,29,0.0,0,0,0.0,0.0,0.0,0.0,28.75862068965517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A88CA8FF-B3DD-485A-BDA0-2004FC1E409C,0,0,1.0,663,16,35.0,0,0,1.0,0.0,1.0,7.0,41.4375,2.1875,1.0,0.4285714285714285,33.42857142857143,0.0,5.0,0.0,0.1428571428571428,43.85714285714285,0.1140065146579804,0.009771986970684
807C411B-08A9-4F70-894A-2006AF90F711,0,0,1.0,4002,154,319.0,0,0,1.0,0.0,1.0,20.0,25.98701298701299,2.0714285714285716,0.35,0.0,5.95,0.1,2.1,0.1,0.3,4.3,0.4883720930232558,0.0
8D0A85F4-8C50-46E9-B9D1-2013A94F6F3D,1,0,1.0,46,14,0.0,0,0,0.0,0.0,0.0,0.0,3.2857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D47A3B05-369E-45D1-8729-2013FF32FF91,1,0,1.0,237,10,172.0,0,0,0.0,0.0,0.0,0.0,23.7,17.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0,1,,25,0,,0,1,,0.0,1.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1141FB55-76DB-4A62-9AF1-2020B0986C8C,0,0,1.0,43,686,6127.0,1,1,1.0,0.0,1.0,20.0,0.06268221574344024,8.931486880466473,6.2,0.55,78.2,0.0,3.8,0.4,0.1,72.3,0.0525587828492392,0.0076071922544951
CE2676F8-E28C-4F0A-9B94-2024DDCF397D,0,0,1.0,15,4,7.0,0,0,0.0,0.0,1.0,3.0,3.75,1.75,0.6666666666666666,0.6666666666666666,10.666666666666666,0.0,2.333333333333333,0.0,0.0,5.0,0.4666666666666667,0.1333333333333333
AFC072BD-132F-4DE5-9E50-202A33D63CE5,0,0,1.0,147,3,8.0,0,0,0.0,0.0,1.0,20.0,49.0,2.6666666666666665,0.1,0.0,1.5,0.0,0.3,0.05,0.45,2.5,0.12,0.0
B8EFEF47-CF96-4F68-A1FC-202DFA0CE4B6,0,0,1.0,1162,44,0.0,0,0,0.0,0.0,0.0,0.0,26.40909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE7EAD0F-F1F9-41A6-A287-202E98865F7B,0,0,1.0,56,4,9.0,0,0,0.0,0.0,1.0,6.0,14.0,2.25,0.0,0.3333333333333333,8.0,0.0,1.5,0.0,0.0,7.0,0.2142857142857142,0.0476190476190476
7AB7DAC5-C2E1-4E05-89D4-2035E3ED2D89,0,0,1.0,94,2,0.0,0,0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0F1BB85D-0136-4A9B-88E8-203D740063D3,0,0,1.0,5309,80,286.0,0,0,1.0,0.0,1.0,20.0,66.3625,3.575,0.0,0.35,26.2,0.0,2.15,0.05,0.15,6.95,0.3093525179856115,0.0503597122302158
A3D01DA1-ECEB-40A8-A797-203DB7306FBD,1,0,1.0,143,1,0.0,0,0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DD43C524-30C3-4F1D-9BF3-2041D398CEBC,0,0,1.0,197,8,152.0,0,0,0.0,0.0,1.0,20.0,24.625,19.0,0.3,0.1,4.85,0.0,2.0,0.1,0.3,7.3,0.273972602739726,0.0136986301369863
540D8346-1B03-4306-A8C6-204805272801,0,0,1.0,847,39,2.0,0,0,0.0,0.0,1.0,2.0,21.71794871794872,0.05128205128205128,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.5,0.2857142857142857,0.0
A81739B9-8568-49BD-A900-20525E6AA7FE,0,0,1.0,166,1,0.0,0,0,1.0,0.0,0.0,0.0,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0F87ADE7-B9A3-4887-A563-2055D99B4D27,0,0,1.0,6919,2180,1470.0,1,1,1.0,0.0,1.0,20.0,3.1738532110091744,0.6743119266055045,3.7,10.95,48.8,0.1,35.8,0.2,0.05,231.0,0.1549783549783549,0.0474025974025974
2E92B857-8D97-4B35-A5E7-2055E685092D,0,0,1.0,3089,140,1934.0,0,0,1.0,0.0,1.0,20.0,22.064285714285713,13.814285714285715,1.25,0.1,19.25,0.0,3.05,0.2,0.1,11.85,0.2573839662447257,0.0084388185654008
1E66F66F-8944-40E7-82AB-20573650D748,1,0,1.0,227,3,0.0,0,0,0.0,0.0,0.0,0.0,75.66666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F11C5801-208D-4726-AA3E-205789A52C52,0,0,1.0,145,12,5.0,0,0,0.0,0.0,1.0,5.0,12.083333333333334,0.4166666666666667,0.4,0.0,4.4,0.0,1.0,0.0,0.4,2.6,0.3846153846153846,0.0
CF6EE6BC-6A41-4E81-AC50-205994A9F1F2,0,0,1.0,2747,602,280.0,0,0,0.0,0.0,1.0,20.0,4.56312292358804,0.46511627906976744,0.2,0.0,5.15,0.05,8.0,0.0,0.2,17.4,0.4597701149425288,0.0
29EF399D-39A3-45C4-8767-205B47C588C8,1,0,1.0,393,0,0.0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5B6381C5-421F-4CEB-8808-2061A114E939,1,0,1.0,1841,1,0.0,0,0,0.0,0.0,0.0,0.0,1841.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ED53911A-1C51-4374-9DE1-20792E18BCAC,0,0,1.0,1463,31,0.0,0,0,0.0,0.0,1.0,1.0,47.193548387096776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
88E9BC8B-CAB9-44E3-85C8-208696F6EFC0,0,0,1.0,440,47,173.0,0,0,0.0,0.0,1.0,20.0,9.361702127659575,3.6808510638297873,0.05,0.05,0.6,0.0,2.2,0.0,0.05,56.8,0.0387323943661971,0.0008802816901408
7ED30C81-0E52-4136-AC3F-20874796FDBA,0,0,1.0,486,13,0.0,0,0,0.0,0.0,0.0,0.0,37.38461538461539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03817936-C4D6-44F2-8145-208C704AF1E0,0,0,1.0,1639,239,167.0,0,0,0.0,0.0,1.0,20.0,6.857740585774058,0.698744769874477,0.15,0.3,1.6,0.0,5.15,0.0,0.25,20.05,0.256857855361596,0.0149625935162094
7685C001-D801-4765-93A0-2092497A3ED4,0,0,1.0,28,2,0.0,0,0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1CA2631E-312C-4979-9490-20941D683CFE,0,0,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
177F3B29-78F8-46A3-9A57-20A28B020398,0,0,1.0,1800,20,9.0,0,0,1.0,0.0,1.0,4.0,90.0,0.45,3.0,0.25,58.25,0.0,2.25,0.25,0.5,6.0,0.375,0.0416666666666666
3BF27B70-2841-4D84-AB24-20ADE2FD2A47,0,1,1.0,184,12400000,143000000.0,1,0,1.0,0.0,0.0,0.0,1.4838709677419355e-05,11.53225806451613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0FC0648A-295A-4ED2-BFD9-20BC628154FF,0,0,1.0,124,1,0.0,0,0,0.0,0.0,0.0,0.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E9AC8EF2-269B-4102-8619-20C1DB0B3B35,0,0,1.0,8,0,1.0,0,0,1.0,0.0,1.0,1.0,,,4.0,0.0,34.0,0.0,1.0,0.0,0.0,163.0,0.0061349693251533,0.0
E40F59F0-59DC-4828-AFBC-20C4453D5975,0,0,1.0,953,68,73.0,0,0,0.0,0.0,1.0,19.0,14.014705882352942,1.0735294117647058,0.9473684210526316,0.6842105263157895,22.0,0.0,3.736842105263158,0.0,0.0,18.789473684210527,0.1988795518207282,0.0364145658263305
8A5A41AC-B256-4C4A-B5A5-20CEA35220B3,0,0,1.0,6158,91,71.0,0,0,0.0,0.0,1.0,20.0,67.67032967032966,0.7802197802197802,0.0,0.0,0.0,0.0,0.75,0.0,0.0,3.15,0.2380952380952381,0.0
8F2EAF1F-7039-4228-9F44-20D149C98A11,0,0,1.0,25,1,1.0,0,0,0.0,0.0,1.0,5.0,25.0,1.0,1.4,0.0,16.0,0.0,0.2,0.0,0.8,1.6,0.125,0.0
E378A5FD-F08A-476D-8650-20D9F5E0AD3C,0,0,1.0,2781,49,0.0,0,0,0.0,0.0,0.0,0.0,56.755102040816325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60B5B23D-3776-4C0A-B9CB-20DF681073DE,0,0,1.0,370,3,0.0,0,0,0.0,0.0,0.0,0.0,123.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
080B6160-5519-49CC-A03B-20E1EDCBA82C,0,0,1.0,85,0,0.0,0,0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17A15338-B0BA-446E-8571-20ED79706360,0,0,1.0,86,0,0.0,0,0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
616BFD35-DB5F-411A-AC5B-20F3170B8181,1,0,1.0,212,6,6.0,0,0,0.0,0.0,0.0,0.0,35.333333333333336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01594178-68F2-4594-821E-2100411681D6,0,0,1.0,7,0,1.0,0,0,0.0,0.0,1.0,2.0,,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0
DDA1DCF6-B012-42D4-9462-210278466144,0,0,1.0,46,15,42.0,0,0,0.0,0.0,1.0,6.0,3.066666666666667,2.8,0.1666666666666666,0.0,4.0,0.0,7.0,0.0,0.3333333333333333,207.16666666666663,0.0337892196299276,0.0
AD56A59F-3259-4524-B92B-21039C1505F4,0,0,1.0,122,5,18.0,0,0,0.0,0.0,1.0,11.0,24.4,3.6,0.1818181818181818,0.0,2.8181818181818183,0.0,1.5454545454545454,0.0909090909090909,0.2727272727272727,46.45454545454545,0.0332681017612524,0.0
0F734EEA-D09B-4D74-9D7D-21060FD79A8A,0,0,1.0,68,21,73.0,0,0,1.0,0.0,1.0,20.0,3.238095238095238,3.4761904761904763,0.25,0.05,11.35,0.0,0.9,0.0,0.0,32.85,0.0273972602739726,0.0015220700152207
5C5BAC0A-5600-46EE-8EC4-2108AB522C1A,0,0,1.0,312,32,4.0,0,0,1.0,0.0,1.0,1.0,9.75,0.125,0.0,0.0,0.0,-1.0,4.0,0.0,0.0,4.0,1.0,0.0
BFD481B1-9F6F-4C40-B7D8-210A54EFE22E,0,0,1.0,2487,47,0.0,0,0,0.0,0.0,0.0,0.0,52.91489361702128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9348B6BE-FC78-4022-89F5-2112C27A02D7,0,0,1.0,1711,71,55.0,0,0,1.0,0.0,1.0,20.0,24.098591549295776,0.7746478873239436,0.0,0.0,26.35,0.0,2.55,0.0,0.0,3.65,0.6986301369863014,0.0
E23128C1-8D4B-437B-892C-211C88DA8BB1,0,0,0.0,178,10,0.0,0,0,0.0,0.0,0.0,0.0,17.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6AE9EC22-FD5D-416E-BA2B-212D5A664075,0,0,1.0,42,7,4.0,0,0,0.0,0.0,1.0,3.0,6.0,0.5714285714285714,0.0,1.0,0.0,0.0,1.3333333333333333,0.0,0.0,25.666666666666668,0.0519480519480519,0.0389610389610389
2CA79929-46A2-448D-A64A-2131226F8D6C,0,0,1.0,177,33,6.0,0,0,0.0,0.0,1.0,1.0,5.363636363636363,0.18181818181818182,0.0,0.0,28.0,0.0,6.0,0.0,0.0,20.0,0.3,0.0
AE64B81C-85B4-4AA7-AD17-21403461C71E,1,0,1.0,276,2,21.0,0,0,0.0,0.0,0.0,0.0,138.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7CFC7030-26E8-4F09-B4AD-21434CFA9F2D,0,0,1.0,97,19,37.0,0,0,1.0,0.0,1.0,18.0,5.105263157894737,1.9473684210526316,0.4444444444444444,0.0,8.61111111111111,0.0,2.055555555555556,0.0,0.1666666666666666,4.722222222222222,0.4352941176470588,0.0
63E5D5A5-3B89-40A7-90E3-214C58D55734,0,0,1.0,7300,150,274.0,0,0,0.0,0.0,1.0,20.0,48.666666666666664,1.8266666666666667,0.0,0.2,0.95,0.0,4.45,0.0,0.0,12.15,0.3662551440329218,0.0164609053497942
10628036-A06F-432D-9307-21503E053246,1,0,1.0,714,1904,18500.0,0,0,0.0,0.0,0.0,0.0,0.375,9.716386554621849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FF93DD62-F15C-4D1C-9E3B-2157AF2F0052,0,0,1.0,97,1,0.0,0,0,1.0,0.0,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DD0F9E4A-310E-41BD-9F9D-215F0B76F87A,0,0,1.0,261,38,78.0,0,0,1.0,0.0,1.0,19.0,6.868421052631579,2.0526315789473686,0.0526315789473684,0.0526315789473684,2.9473684210526314,0.0,4.052631578947368,0.0,0.1052631578947368,18.73684210526316,0.2162921348314606,0.0028089887640449
FDE552D4-74F5-4D60-83DD-216A759F133D,0,0,1.0,1189,134,1.0,0,0,0.0,0.0,1.0,1.0,8.873134328358208,0.007462686567164179,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.25,0.0
E79519B7-A1C4-40D0-8BDE-216BC6E181EE,0,0,1.0,2609,1879,339.0,0,0,1.0,0.0,1.0,9.0,1.38850452368281,0.1804151144225652,0.0,0.0,0.0,-1.0,37.66666666666666,0.0,0.0,58.22222222222222,0.6469465648854962,0.0
618E12FC-8B83-43B5-954B-216F74A2A85E,0,0,1.0,42,19,22.0,0,0,0.0,0.0,1.0,12.0,2.210526315789474,1.1578947368421053,0.5833333333333334,0.8333333333333334,21.08333333333333,0.0833333333333333,1.8333333333333333,0.4166666666666667,0.0833333333333333,50.66666666666666,0.0361842105263157,0.0164473684210526
8BB6190B-E3B7-40F1-A0D8-217631A16DA8,0,0,1.0,29,5,65.0,0,0,1.0,0.0,1.0,7.0,5.8,13.0,1.1428571428571428,0.0,31.857142857142858,0.0,9.285714285714286,0.0,0.0,328.42857142857144,0.0282731622444541,0.0
C83CC8A8-7EB9-4698-9D66-21777CBBB5AB,0,0,1.0,4317,152,1359.0,0,0,1.0,0.0,1.0,20.0,28.401315789473685,8.94078947368421,0.15,0.0,1.85,0.1,3.2,0.0,0.0,74.45,0.0429818670248488,0.0
50A78E19-2E54-4DE1-B5D5-21805C8C6D29,0,0,1.0,766,51,250.0,1,1,1.0,0.0,1.0,20.0,15.019607843137255,4.901960784313726,1.25,0.05,19.55,0.0,4.1,0.1,0.3,31.9,0.128526645768025,0.0015673981191222
EE3523C2-7BEB-4045-BAC5-2191AACE89DA,0,0,1.0,293,6,0.0,0,0,0.0,0.0,0.0,0.0,48.833333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DA090A65-BE36-4EDE-AC82-21958A200BF2,0,0,1.0,174,4,0.0,0,0,0.0,0.0,0.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0AB8121F-86E8-4540-8DB0-2196BE0189DB,1,0,1.0,2142,45,0.0,0,0,0.0,0.0,0.0,0.0,47.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E63AEFA3-0802-49DE-8599-21A3AD9C7607,0,0,1.0,35,20,68.0,0,0,1.0,0.0,1.0,20.0,1.75,3.4,0.2,0.0,27.9,0.0,0.5,0.0,0.1,9.75,0.0512820512820512,0.0
1B4227DC-84DA-4C52-8ED7-21A60D29A517,0,0,1.0,267,101,476.0,0,0,0.0,0.0,1.0,20.0,2.6435643564356437,4.712871287128713,0.5,1.0,15.65,0.15,23.4,0.65,0.0,648.55,0.0360804872407678,0.0015419011641353
326F0BD7-5461-440C-B619-21AD4F455D20,0,0,1.0,81,0,0.0,0,0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8238C243-8455-44D1-BB6E-21AD7AA58F33,0,0,0.0,0,4,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693EFB4D-CFE9-4728-9B8E-21B1FB4AFAA7,0,0,1.0,45,18,21.0,0,0,1.0,0.0,1.0,7.0,2.5,1.1666666666666667,1.8571428571428568,0.0,23.0,0.0,3.0,0.0,0.0,45.42857142857143,0.0660377358490566,0.0
EE7BA232-D855-47E1-8CCD-21B3FB1D9FA9,0,0,1.0,462,41,32.0,0,0,1.0,0.0,1.0,20.0,11.268292682926829,0.7804878048780488,0.5,0.15,18.25,0.0,1.25,0.1,0.05,17.3,0.0722543352601156,0.0086705202312138
9E00D146-20B1-42E8-A674-21B46D09D96A,0,0,1.0,152,4,0.0,0,0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C4F0BD95-46A2-40CC-BEEA-21BF57ECA8E1,0,0,1.0,54,130,601.0,0,0,1.0,0.0,1.0,20.0,0.4153846153846154,4.623076923076923,0.0,2.85,35.55,0.0,14.05,0.45,0.0,102.9,0.1365403304178814,0.0276967930029154
19D32172-1826-44D3-907A-21C0DEA0594F,0,0,0.0,423,12,25.0,0,0,0.0,0.0,1.0,15.0,35.25,2.0833333333333335,0.4,0.0666666666666666,6.0,0.0,1.5333333333333334,0.0,0.3333333333333333,7.933333333333334,0.1932773109243697,0.0084033613445378
835C6B87-20A2-44F6-A35E-21CB7A245AD8,0,0,1.0,1513,71,361.0,0,0,1.0,0.0,1.0,20.0,21.309859154929576,5.084507042253521,0.4,0.6,13.45,0.0,2.55,0.15,0.05,43.0,0.0593023255813953,0.013953488372093
2B35CB2B-18A4-4D9F-9DBA-21D89528349C,0,0,1.0,537,264,1780.0,0,0,0.0,0.0,1.0,9.0,2.034090909090909,6.742424242424242,1.2222222222222223,3.888888888888889,41.22222222222222,1.2222222222222223,85.66666666666667,0.5555555555555556,0.2222222222222222,1774.111111111111,0.048287092127513,0.002192021043402
8EE82C6A-D4BA-4A6B-9FE7-21D89BF845A3,0,0,1.0,97,9,7.0,0,0,0.0,0.0,1.0,2.0,10.777777777777779,0.7777777777777778,1.0,1.0,11.0,0.0,3.5,0.0,0.0,56.5,0.0619469026548672,0.0176991150442477
C7E9DFA1-0B44-44F1-8940-21D9055F6C46,0,0,1.0,59,388800,2700000.0,1,1,1.0,0.0,1.0,20.0,0.00015174897119341564,6.944444444444445,5.8,876.9,93.1,447.35,24983.55,0.0,0.2,341370.0,0.073186132349064,0.0025687670269795
127FA8DB-9C81-4851-B600-21DA5BF9DA76,0,0,1.0,303,1,0.0,0,0,0.0,0.0,0.0,0.0,303.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A33AFBD2-BEDA-49B9-9B24-21DC2600F2C0,0,0,1.0,45,2,0.0,0,0,1.0,0.0,0.0,0.0,22.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0229116F-3CC9-4FAE-A7B5-21E3D5B42260,0,0,1.0,139,4,1.0,0,0,0.0,0.0,1.0,1.0,34.75,0.25,1.0,0.0,31.0,0.0,1.0,1.0,0.0,5.0,0.2,0.0
4FDA6697-E254-4391-8EE6-21E664C351DB,0,0,0.0,18,5,0.0,1,0,0.0,0.0,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7D17209D-76FF-49EC-B06C-21E918F9AB55,0,0,1.0,1095,34,0.0,0,0,0.0,0.0,0.0,0.0,32.205882352941174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5D7CF8D8-12BF-475F-AC91-21F1924E1AB7,0,0,1.0,1750,34,0.0,0,0,0.0,0.0,0.0,0.0,51.470588235294116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18BDDD88-EBEB-429E-AB7D-21F5DBA0ECA8,0,0,1.0,24,13,52.0,0,0,0.0,0.0,1.0,16.0,1.8461538461538463,4.0,0.1875,0.1875,10.0,0.0,3.25,0.6875,0.0,11.5625,0.2810810810810811,0.0162162162162162
63AA3E09-6438-4D23-B5A4-21F984B76F4F,0,0,1.0,75,0,0.0,0,0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
571C939D-3299-4FBD-9665-2206AF7D2452,0,0,1.0,4624,1100,2285.0,0,0,1.0,0.0,1.0,20.0,4.203636363636364,2.077272727272727,0.65,0.4,26.0,0.05,11.0,0.25,0.05,95.55,0.1151229722658294,0.0041862899005756
B0D7B029-41F9-45C0-A448-220A434A435B,0,0,1.0,1055,104,924.0,0,0,1.0,0.0,1.0,20.0,10.14423076923077,8.884615384615385,1.0,0.0,15.9,0.0,3.95,0.0,0.1,26.15,0.1510516252390057,0.0
3568AA9E-D0C0-48D3-B9CA-220B5E74150E,0,0,1.0,452,35,2.0,0,0,1.0,0.0,1.0,1.0,12.914285714285715,0.05714285714285714,0.0,0.0,40.0,0.0,2.0,0.0,0.0,22.0,0.0909090909090909,0.0
06EA37B4-59E9-4A3B-8026-220BAD65C11F,0,0,1.0,821,21,0.0,0,0,0.0,0.0,0.0,0.0,39.095238095238095,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F662DA42-6060-4DC6-9BA5-2213772CC289,0,0,1.0,74,1,0.0,0,0,0.0,0.0,0.0,0.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E1D8BE52-0623-4D62-A279-221C928F2B33,0,0,1.0,77,931,3275.0,0,0,1.0,0.0,1.0,20.0,0.08270676691729323,3.5177228786251344,2.75,1.45,40.1,0.25,52.2,0.1,0.0,749.5,0.0696464309539693,0.0019346230820547
F9350476-3891-4BB1-893C-2220E861F41E,0,0,1.0,191,6,0.0,0,0,1.0,0.0,0.0,0.0,31.833333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D1B09D72-4203-462B-A52A-2222116D5B38,0,0,1.0,195,83,95.0,0,0,0.0,0.0,1.0,6.0,2.3493975903614457,1.144578313253012,0.0,2.1666666666666665,20.33333333333333,0.1666666666666666,15.833333333333334,0.3333333333333333,0.0,299.0,0.0529542920847268,0.0072463768115942
1DA11362-745F-4827-9F6A-2223E47B1A8E,1,0,1.0,124,40,233.0,0,0,0.0,0.0,0.0,0.0,3.1,5.825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C312B9CD-3D4C-48DF-80E3-2227114687EA,0,0,1.0,130,13,7.0,0,0,0.0,0.0,1.0,20.0,10.0,0.5384615384615384,0.05,0.0,0.6,0.0,0.1,0.0,0.0,1.35,0.074074074074074,0.0
4EEF7070-589C-4501-9C1D-222959BE742F,0,0,1.0,743,31,0.0,0,0,0.0,0.0,0.0,0.0,23.967741935483872,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4BE7A755-3D17-4283-8D06-222D4B83FEE9,0,0,1.0,261,30,127.0,0,0,1.0,0.0,1.0,20.0,8.7,4.233333333333333,0.5,0.0,5.0,0.0,1.25,0.0,0.5,25.8,0.0484496124031007,0.0
16B4DE54-D3CF-40E4-920A-22392B7D850D,0,0,1.0,2273,24,0.0,0,0,1.0,0.0,0.0,0.0,94.70833333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69FE0F33-6984-4EF6-A741-22480EC49F2C,0,0,0.0,78,2,0.0,0,0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4D676080-6776-4B37-8647-224AEE15CA97,0,0,1.0,320,13,0.0,0,0,0.0,0.0,0.0,0.0,24.615384615384617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8C12E999-D559-47D6-8F57-224E71560636,0,0,1.0,113,1,0.0,0,0,1.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8974054D-AC7E-40E8-BAB7-22511315571C,0,0,1.0,475,76,102.0,0,0,0.0,0.0,1.0,20.0,6.25,1.3421052631578947,0.1,0.0,2.0,0.0,2.1,0.0,0.2,30.75,0.0682926829268292,0.0
28F92493-B0B3-4295-BF27-225559432192,0,0,1.0,109,2,5.0,0,0,1.0,0.0,1.0,5.0,54.5,2.5,0.0,0.0,6.6,0.0,1.0,0.0,0.0,38.4,0.0260416666666666,0.0
3A6AF719-683A-478C-B234-2255F9FE23E1,0,0,1.0,1591,88,114.0,0,0,1.0,0.0,1.0,20.0,18.079545454545453,1.2954545454545454,0.5,0.0,11.35,0.0,1.45,0.05,0.4,16.0,0.090625,0.0
0E13951A-5A4A-4031-BB8C-22631D4C059E,0,0,1.0,103,5,89.0,0,0,0.0,0.0,1.0,20.0,20.6,17.8,0.1,0.2,9.65,0.0,3.85,0.45,0.15,18.1,0.2127071823204419,0.011049723756906
E1D0F48A-20EC-4B5E-A657-227F767FD84E,0,0,1.0,12,0,0.0,0,0,0.0,0.0,1.0,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0
D8C3D440-96A4-4E48-A775-2281DEFA0FBA,0,0,1.0,263,43,1.0,0,0,1.0,0.0,0.0,0.0,6.116279069767442,0.023255813953488372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340FDEA-4561-4252-9ACB-22836CB1AE2C,0,0,1.0,404,5,0.0,0,0,0.0,0.0,0.0,0.0,80.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A8BFDCBF-80B2-4E0F-9069-228AFF714C4A,0,0,1.0,39,22,257.0,0,0,1.0,0.0,1.0,20.0,1.7727272727272727,11.681818181818182,0.95,0.0,22.4,0.0,2.25,0.2,0.3,11.75,0.1914893617021276,0.0
43439B9C-42D6-4CB6-94C5-228E5D5CCEF8,0,0,1.0,583,26,15.0,1,0,1.0,0.0,1.0,4.0,22.423076923076923,0.5769230769230769,0.5,1.25,17.5,0.0,3.75,0.5,0.0,9.5,0.3947368421052631,0.131578947368421
