Id,IsAccountPrivate,IsVerified,HasProfilePicture,NumberFollowing,NumberFollowers,NumberLikes,HasInstagramLink,HasYoutubeLink,HasAccountDescription,HasLinkInDescription,PostsExist,NumberOfPosts,FollowingToFollowerRatio,LikesToFollowerRatio,AverageNumberOfHashtags,AverageNumberOfComments,AverageNumberOfCharacters,AverageNumberOfForwardings,AverageNumberOfLikes,AverageNumberOfLinkedProfiles,AverageNumberOfUsedFilters,AverageNumberOfViews,LikesToViewRatio,CommentsToViewRatio
56F21ED9-57D5-4741-9DF0-012924B0A467,0,0,1.0,1920,42,0.0,0,0,1.0,0.0,0.0,0.0,45.714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13D13950-6C22-45C5-A6A7-012C20EDC65E,0,0,1.0,426,33,49.0,0,0,1.0,0.0,1.0,20.0,12.909090909090908,1.4848484848484849,0.0,0.15,12.25,0.0,1.05,0.0,0.5,7.65,0.1372549019607843,0.0196078431372549
94EBFDA7-AB27-481A-98DA-01357B902244,0,0,0.0,0,2,0.0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FE853DC6-73AB-4D58-B3A5-013C9813C25E,1,0,1.0,1783,12,14.0,0,0,0.0,0.0,0.0,0.0,148.58333333333334,1.1666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0E7AE8D0-6AB9-43C7-936F-01401B943398,1,0,1.0,4813,82,5.0,0,0,0.0,0.0,0.0,0.0,58.69512195121951,0.06097560975609756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9FAA8390-BDB9-4482-8921-014689CE0132,0,0,1.0,129,19,56.0,0,0,0.0,0.0,0.0,0.0,6.7894736842105265,2.9473684210526314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6AED91C2-FBEA-4AB2-A541-01498E63BFA6,0,0,0.0,5787,61,0.0,0,0,1.0,0.0,0.0,0.0,94.8688524590164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
928EBD6A-77B8-4003-8418-01551741762F,0,0,1.0,323,27,26.0,1,0,1.0,0.0,1.0,20.0,11.962962962962964,0.9629629629629629,0.55,0.0,20.0,0.0,0.45,0.0,0.15,18.9,0.0238095238095238,0.0
E59AF949-B866-4AF9-A8E8-0157322E65CC,0,0,0.0,2771,46,9.0,0,0,0.0,0.0,1.0,4.0,60.23913043478261,0.1956521739130435,0.25,0.0,2.75,0.0,2.25,0.0,0.0,8.0,0.28125,0.0
A843B586-EA06-4233-A8C1-01604C4F7F08,0,0,1.0,48,24500,807400.0,1,0,1.0,0.0,1.0,20.0,0.0019591836734693877,32.95510204081633,7.35,28.8,100.95,29.55,1335.25,0.2,0.0,5658.3,0.2359807716098474,0.0050898679815492
2AC3372D-15A6-4C6E-9DB2-01652A96C9B7,0,0,1.0,3519,121,0.0,0,0,0.0,0.0,0.0,0.0,29.082644628099175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0F366009-5901-4363-8CE1-0166BDB033DC,1,0,1.0,831,35,0.0,0,0,0.0,0.0,0.0,0.0,23.742857142857144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ACC783E2-B46E-4ECD-A807-0167DC312375,0,0,1.0,1131,21,0.0,0,0,0.0,0.0,0.0,0.0,53.857142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
01EE3565-61FB-49E2-8436-016B49A886D8,0,0,1.0,1460,418,3117.0,0,0,1.0,0.0,1.0,20.0,3.492822966507177,7.456937799043062,0.2,1.25,28.7,0.1,19.75,1.7,0.0,162.9,0.1212400245549416,0.0076734192756292
42DB2865-4F24-41CC-B60D-0174C4250B9D,0,0,0.0,0,0,0.0,0,0,1.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5099092C-426F-405F-B195-017765F1F6B2,0,0,1.0,37,0,0.0,0,0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D6B2FE7D-EC5E-4A2B-A6BF-017BB9443A7F,0,0,1.0,155,220,1589.0,0,0,0.0,0.0,1.0,20.0,0.7045454545454546,7.222727272727273,0.3,0.5,7.45,0.0,5.3,0.3,0.25,48.35,0.1096173733195449,0.0103412616339193
685FE34C-3D06-4D7F-90BD-017C4A6F17EB,0,0,1.0,15,1766,63100.0,1,0,1.0,0.0,1.0,20.0,0.008493771234428085,35.73046432616081,1.9,7.4,86.9,5.35,1384.35,0.45,0.1,21870.1,0.0632987503486495,0.0003383615072633
B806584A-090F-4B3D-814C-018731331AC3,0,0,1.0,3249,227,6.0,0,0,0.0,0.0,1.0,1.0,14.312775330396477,0.02643171806167401,0.0,0.0,0.0,0.0,6.0,0.0,0.0,32.0,0.1875,0.0
